Commissariat à la protection de la vie privée du Canada,2012,1,A-2011-00032,"Des exemplaires de toute correspondance entre le Commissariat à la protection de la vie privée et la GRC, qui émane de la commissaire à la protection de la vie privée du Canada, au sujet du Programme de reconnaissance automatique des plaques d'immatriculation (RAPI) de la GRC.",Divulgué en totalité,15,no match found
Commissariat à la protection de la vie privée du Canada,2012,4,A-2011-00033,Accès aux documents produits entre le 15 septembre 2011 et aujourd’hui concernant la Loi sur l’accès licite. Le demandeur n’est pas intéressé par les documents confidentiels du Cabinet ou autres documents nécessitant un examen par un tiers.,Divulgation partielle,713,no match found
Commissariat à la protection de la vie privée du Canada,2012,1,A-2011-00034,"Obtenir une copie complète des mémorandums, des fiches pour la période de questions et la liste des notes d’information qui ont été préparés par ou transmis au Commissariat à la protection de la vie privée, pour la période du 1er au 26 novembre 2011.",Divulgué en totalité,17,no match found
Commissariat à la protection de la vie privée du Canada,2012,3,A-2011-00035,Demande d’accès en temps opportun aux copies complètes de tous les documents en la possession ou sous le contrôle de la commissaire à la protection de la vie privée concernant le Toronto Real Estate Board et le service interagences.,Divulgation partielle,118,no match found
Commissariat à la protection de la vie privée du Canada,2012,3,A-2011-00036,Tous les marchés liés aux services de planification des activités. Période : du 1er janvier 2009 à ce jour (6 janvier 2012).,Divulgation partielle,21,no match found
Commissariat à la protection de la vie privée du Canada,2012,6,A-2011-00038,"Tous les documents préparés par le CPVP à l’occasion de la 33e Conférence internationale des Commissaires à la protection des données et de la vie privée, qui s'est tenue à Mexico du 1er au 3 novembre 2011.",Divulgation partielle,76,no match found
Commissariat à la protection de la vie privée du Canada,2012,2,A-2011-00039,"1. Liste des notes d’information qui ont été présentées à la commissaire adjointe et à la commissaire, de quelque façon que ce soit, du 1er novembre au 31 décembre 2011.  2. Les ordres du jour de toutes les réunions du Groupe de travail sur la protection de la vie privée qui ont eu lieu entre le 1er mai et le 31 décembre 2011.",Divulgué en totalité,17,no match found
Commissariat à la protection de la vie privée du Canada,2012,3,A-2011-00046,"Tout document concernant les dépenses payées par le Commissariat à la protection de la vie privée du Canada en matière de déplacements (y compris les frais d’hébergement et d’accueil), pour se rendre dans la province de Terre-Neuve-et-Labrador et en revenir en novembre et décembre 2011 et en janvier et février 2012",Inexistante,0,no match found
Commissariat à la protection de la vie privée du Canada,2012,5,A-2011-00047,Tous les documents relatifs au dossier d’enquête Winners/TJX.,Divulgation partielle,259,no match found
Commissariat à la protection de la vie privée du Canada,2012,3,A-2011-00049,Élément 30 (« Examen des Lignes directrices de l’OCDE sur la protection de la vie privée ») divulgué dans le cadre de la demande A-2011-00030 « Liste des notes d’information » pour la période du 1er mai au 31 octobre 2011 ».,Divulgation entière,3,no match found
Commissariat à la protection de la vie privée du Canada,2012,3,A-2011-00050,Éléments 9 et 11 divulgués dans le cadre de la demande A-2011-00039 « Liste des notes d’information pour la période du 1er novembre au 31 décembre 2011 ».,Divulgation partielle,41,no match found
Commissariat à la protection de la vie privée du Canada,2012,5,A-2011-00053,"Une copie des versions définitives de la recherche et des rapports, études et notes de service connexes concernant l'utilisation des renseignements personnels des électeurs par les partis politiques.",Divulgation partielle,78,no match found
Commissariat à la protection de la vie privée du Canada,2012,4,A-2011-00054,Accès au Rapport de mise en œuvre des plans de dotation 2012-2013.,N’existe pas,0,no match found
Commissariat à la protection de la vie privée du Canada,2012,10,A-2011-00099,Une copie de toute documentation qui indique les nominations à durée déterminée et d’employés occasionnels par cette institution dans la région de la capitale nationale en vertu de la Loi sur l’emploi dans la fonction publique. Période visée : septembre 2012.,Divulgation entière,5,no match found
Commissariat à la protection de la vie privée du Canada,2012,10,A-2011-00100,Une copie de toutes commandes subséquentes et tous contrats traités par cette institution dans la région de la capitale nationale liés à toute offre à commande ou à tout arrangement en matière d’approvisionnement pour des services de travail temporaire. Période visée : septembre 2012.,Divulgation entière,2,no match found
Commissariat à la protection de la vie privée du Canada,2012,10,A-2011-00101,"Une copie de toutes les commandes subséquentes liées à des Services de travail temporaire, à des Arrangements en matière d’approvisionnement, et à des Offres à commande émises dans la région de la capitale nationale durant les mois d’avril 2012, mai 2012, juin 2012, juillet 2012 et août 2012.",Divulgation entière,10,no match found
Commissariat à la protection de la vie privée du Canada,2012,5,A-2012-00007,"Une copie de toutes les commandes subséquentes pour des services d’aide temporaire (SAT), et arrangements en matière d’approvisionnement (AA) et offres à commande (OC) émises dans la région de la capitale nationale pendant la période débutant au mois d’octobre 2011 et se terminant au mois de mars 2012.",Divulgation partielle,14,no match found
Commissariat à la protection de la vie privée du Canada,2012,7,A-2012-00019,"Tous les documents (entre autres les notes, présentations, ordres du jour, procès-verbaux, documents d’information) qui concernent les discussions qui se sont déroulées à la réunion tenue à Montréal les 14 et 15 mai 2012 (y compris la réunion à huis clos) et ceux qui concernent les résultats ou décisions découlant de cette réunion du groupe de travail temporaire formé en vertu de la résolution sur la coordination de l’application des dispositions en matière de protection de la vie privée à l’échelle internationale, qui a été adoptée à la 33e Conférence internationale des commissaires à la protection des données et de la vie privée, à Mexico.  Veuillez noter que les documents concernant la logistique (déplacements, budget, etc.), ainsi que les documents de planification en vue de l’événement et les ébauches ne sont pas visés par cette demande.",Divulgation partielle,56,no match found
Commissariat à la protection de la vie privée du Canada,2012,7,A-2012-00031,"Pour la période du 1er janvier 2012 au 30 juin 2012 : La liste de toutes les notes d’information préparées à l’intention de la commissaire et de la commissaire adjointe, et de celles qui leur ont été soumises ou présentées, ou communiquées de quelque autre façon. Cette liste devrait indiquer le nom des auteurs et les titres des documents, ainsi que la date de leur préparation; Tous les ordres du jour des réunions du Groupe de travail sur la protection de la vie privée ou des réunions ordinaires équivalentes, peu importe le titre, au cours desquelles la commissaire à la protection de la vie privée, la commissaire adjointe ou la haute gestion auraient discuté des enjeux liés à la politique sur la protection de la vie privée.",Divulgation partielle,64,no match found
Commissariat à la protection de la vie privée du Canada,2012,7,A-2012-00036,"Les notes de service, les notes d’information et la correspondance autre que les courriels, pour la période du 1er avril 2012 à aujourd'hui, qui concernent les efforts du gouvernement fédéral en vue d’énoncer les principes de protection des renseignements personnels dans le plan d’action « Par-delà la frontière ».",Divulgation entière,8,no match found
Commissariat à la protection de la vie privée du Canada,2012,11,A-2012-00056,"Un rapport qui comprend le type de plaintes déposées en vertu de la Loi sur la protection des renseignements personnels concernant le ministère de la Sécurité publique, ainsi que toutes les évaluations des facteurs relatifs à la vie privée impliquant le Commissariat et le ministère de la Sécurité publique, du 1er juillet 2011 au 11 juillet 2012.",Divulgation partielle,46,no match found
Commissariat à la protection de la vie privée du Canada,2012,12,A-2012-00057,"Un rapport qui comprend le type de plaintes déposées en vertu de la Loi sur la protection des renseignements personnels concernant l’Administration canadienne de la sûreté du transport aérien (ACSTA), ainsi que toutes les évaluations des facteurs relatifs à la vie privée impliquant le Commissariat et le l’ACSTA, du 1er juillet 2011 au 11 juillet 2012.",Divulgation partielle,38,no match found
Commissariat à la protection de la vie privée du Canada,2012,10,A-2012-00067,"Une copie de toute correspondance écrite et reçue par la commissaire à la protection de la vie privée du Canada entre le 1er avril 2012 et le 31 juillet 2012 inclusivement (À l’exception des documents confidentiels du Cabinet, des lettres du public et des lettres de félicitations).",Divulgation partielle,334,no match found
Commissariat à la protection de la vie privée du Canada,2012,10,A-2012-00068,Une copie complète de toutes les notes d’information qui ont été préparées ou transmises à la commissaire à la protection de la vie privée entre le 1er juin 2012 et le 31 juillet 2012 inclusivement (À l’exception des documents confidentiels du Cabinet).,Divulgation partielle,277,no match found
Commissariat à la protection de la vie privée du Canada,2012,11,A-2012-00115,Une copie de toutes commandes subséquentes et tous contrats traités par cette institution dans la région de la capitale nationale liés à toute offre à commande ou à tout arrangement en matière d’approvisionnement pour des services de travail temporaire. Période visée : octobre 2012.,N’existe pas,0,no match found
